Id	Price	Age_08_04	KM	cc	Doors	Weight
779	9750	65	77500	1600	3	1050
780	9450	63	77457	1600	3	1055
781	8950	68	77029	1300	3	1015
782	8950	68	77008	1300	3	1015
783	8900	66	76791	1600	5	1070
784	9950	61	76700	1300	5	1035
785	8750	67	76569	1300	3	1020
786	8950	59	76162	1600	5	1075
787	8990	65	76155	1600	4	1035
788	8950	61	75609	1300	3	1015
789	8950	62	75569	2000	3	1120
790	9950	67	75429	1600	3	1065
791	9900	68	75000	1600	5	1075
792	8950	65	75000	1300	3	1015
793	8950	62	75000	1600	5	1070
794	9500	66	74963	1600	3	1085
795	7950	68	74889	1300	3	1015
796	7750	68	74875	1600	5	1070
797	8950	63	74747	1600	5	1075
798	11950	60	74720	1600	5	1085
799	8950	62	74457	1600	5	1075
800	11950	60	74337	1300	5	1035
801	8950	68	74308	1600	3	1050
802	9950	64	74193	1600	3	1050
803	8250	65	74179	1600	3	1050
804	8995	67	73936	1300	5	1050
805	9995	61	73894	1600	3	1065
806	9250	64	73500	1600	3	1050
807	10950	64	73376	1600	5	1070
808	8900	64	73300	1300	3	1015
809	9500	58	73172	1600	5	1075
810	9950	58	72928	1600	5	1075
811	7950	67	72880	1332	3	1015
812	8250	63	72522	1600	3	1050
813	9450	64	72000	1300	3	1015
814	7950	57	72000	1300	3	1015
815	9500	59	71366	1600	3	1065
816	8950	65	71317	1600	3	1050
817	10950	62	71000	1600	5	1070
818	8950	60	70954	1600	3	1050
819	9450	63	70908	1300	5	1035
820	8000	58	70560	1600	3	1050
821	9900	67	70552	1600	5	1075
822	8950	62	70500	1600	5	1035
823	10900	60	70453	2000	5	1135
824	9450	59	70218	1600	3	1050
825	8450	64	70116	1600	4	1035
826	9500	65	70068	1600	5	1075
827	10500	67	70000	1587	3	1065
828	6950	68	70000	1300	3	1015
829	9750	68	69103	1600	4	1035
830	6950	58	69022	1300	5	1035
831	9650	67	69000	1600	3	1065
832	9950	68	68865	1600	3	1065
833	9250	58	68723	1300	3	1025
834	8950	63	68453	1600	5	1070
835	9900	63	68238	1300	5	1050
836	10995	63	68153	1600	5	1085
837	10500	65	68000	1600	5	1075
838	8950	65	68000	1300	3	1015
839	9750	67	67762	1600	3	1065
840	10950	68	67146	1600	5	1075
841	9750	67	67110	1300	5	1035
842	9950	59	67010	1600	3	1065
843	10500	65	67003	1600	4	1035
844	10400	68	66785	1300	3	1045
845	8800	68	66550	1332	3	1010
846	10500	61	66259	1600	3	1065
847	9250	62	66082	1600	5	1070
848	7800	65	66000	1300	3	1015
849	9950	61	66000	1600	3	1050
850	10750	63	65896	1600	3	1065
851	10950	67	65785	1600	5	1075
852	9950	65	65513	1600	4	1070
853	9950	59	65463	1600	5	1070
854	8100	68	65400	1300	4	1000
855	9250	60	65259	1600	3	1050
856	7800	64	65000	1600	3	1050
857	9000	68	65000	1600	5	1070
858	8950	57	65000	1600	4	1035
859	8950	62	64966	1300	3	1020
860	9950	68	64950	1600	5	1075
861	8500	60	64914	1600	5	1070
862	7995	62	64797	1600	5	1075
863	8750	65	64772	1600	3	1050
864	9750	63	64690	1300	3	1020
865	10950	65	64630	1600	5	1070
866	9750	67	64613	1600	5	1085
867	8200	60	64383	1300	3	1015
868	8950	68	64000	1600	5	1075
869	9500	66	63881	1300	3	1015
870	10950	58	63870	2000	5	1135
871	9750	66	63328	1300	5	1065
872	9950	65	63000	1300	5	1065
873	10450	61	63000	1300	3	1050
874	9850	65	62396	1600	3	1050
875	9450	62	62377	1600	5	1075
876	10295	67	62316	1600	3	1050
877	9750	68	62292	1600	3	1065
878	8950	65	62225	1600	3	1050
879	9900	68	62222	1600	5	1075
880	8750	66	62135	1300	5	1035
881	9950	58	62024	1600	5	1075
882	8500	60	61977	1300	3	1015
883	9950	62	61930	1600	4	1035
884	10950	57	61682	1600	3	1050
885	9795	68	61568	1600	4	1035
886	8750	68	61504	1600	4	1035
887	8250	65	61384	1600	3	1050
888	9950	58	61343	1600	5	1075
889	9950	62	61254	1600	5	1075
890	10500	59	61166	1600	3	1050
891	9750	62	61149	1300	5	1040
892	11250	61	61144	1600	5	1090
893	8900	59	61127	1600	3	1050
894	7950	60	61100	1300	3	1015
895	11500	68	61100	1600	5	1075
896	9450	57	61000	1600	3	1050
897	7995	65	60724	1300	3	1015
898	10995	59	60708	1300	5	1045
899	8950	61	60532	1600	3	1050
900	8250	67	60000	1300	4	1030
901	8950	66	60000	1300	3	1015
902	8950	65	60000	1300	3	1015
903	9500	62	59295	1300	5	1035
904	7500	65	59264	1300	3	1015
905	8950	63	59000	1600	3	1050
906	9950	63	59000	1300	5	1035
907	9750	65	59000	1600	5	1075
908	9450	61	59000	1600	5	1070
909	9950	65	59000	1600	3	1050
910	9750	68	58860	1600	3	1055
911	8950	65	58829	1600	3	1050
912	8250	66	58654	1600	5	1070
913	7750	65	58300	1300	3	1015
914	8950	60	58269	1600	3	1050
915	9950	64	58136	1600	5	1075
916	9450	66	58113	1600	3	1085
917	12950	67	58058	1600	3	1065
918	9950	58	58000	1600	3	1050
919	10495	62	58000	1600	3	1065
920	7950	68	57565	1300	5	1035
921	10500	63	57413	1600	5	1115
922	8950	65	57374	1600	5	1075
923	9900	62	57179	1600	5	1075
924	9995	61	57169	1600	3	1065
925	9950	63	57124	1600	3	1065
926	9950	63	57000	1600	3	1050
927	8250	67	57000	1600	3	1050
928	9950	63	57000	1300	5	1035
929	8950	59	56259	1300	3	1015
930	10950	62	56209	1600	3	1080
931	9250	67	56074	1300	4	1000
932	9950	63	55942	1600	5	1070
933	9995	57	55844	1300	5	1045
934	8750	61	55747	1300	3	1020
935	10950	58	55478	1300	5	1045
936	10350	60	55085	1600	5	1105
937	9950	65	55061	1600	5	1070
938	8950	65	55000	1300	3	1015
939	10950	57	55000	1600	5	1075
940	10950	63	54936	1600	5	1075
941	8950	68	54875	1600	5	1070
942	8900	67	54847	1600	3	1050
943	10250	60	54554	1600	3	1065
944	9450	61	54125	1600	5	1035
945	9250	61	54000	1600	3	1055
946	10500	57	54000	1600	5	1075
947	7350	58	54000	1300	5	1035
948	10250	57	54000	1600	3	1135
949	10250	62	53285	1600	5	1075
950	11500	65	53053	1600	5	1075
951	8950	68	53000	1587	3	1075
952	7750	68	53000	1300	3	1015
953	9500	64	52968	1600	3	1050
954	8450	67	52800	1300	3	1015
955	8950	57	52548	1600	3	1050
956	8400	60	52487	1600	4	1035
957	9250	66	52383	1300	3	1015
958	8900	61	52112	1600	4	1035
959	8750	58	51712	1600	3	1050
960	10950	58	51421	1600	5	1105
961	8950	61	51235	1300	4	1000
962	8950	65	51000	1300	3	1015
963	8895	61	50925	1600	5	1070
964	9390	66	50806	1300	3	1480
965	8750	59	50469	1600	5	1070
966	9750	61	50173	1600	5	1075
967	9950	62	50000	1600	5	1075
968	10950	65	49942	1600	3	1065
969	9900	67	49585	1600	5	1085
970	9500	62	49258	1600	4	1035
972	9950	61	49000	1600	3	1050
973	9950	63	48738	1600	5	1055
974	10500	62	47750	1300	5	1040
975	9950	63	47612	1300	3	1015
976	10495	68	47500	1300	5	1035
977	9500	66	47237	1600	3	1050
978	8500	58	47171	1300	3	1015
979	10450	60	47060	1600	4	1035
980	8950	65	47014	1300	3	1015
981	9900	59	46929	1300	3	1025
982	8900	63	46000	1300	5	1035
983	8745	65	45681	1600	3	1050
984	8750	65	45549	1300	3	1015
985	10750	57	45000	1600	5	1050
986	9750	57	45000	1600	3	1050
987	8850	65	45000	1600	5	1075
988	7950	66	45000	1300	5	1035
989	9450	63	45000	1600	4	1035
990	9950	61	45000	1600	3	1085
991	8250	63	44944	1600	4	1035
992	9950	61	44597	1300	3	1015
993	9995	68	44458	1300	3	1015
994	9950	59	43818	1600	5	1070
995	10495	60	43426	1600	5	1070
996	7950	58	43000	1600	4	1114
997	8950	68	43000	1600	5	1035
998	9695	57	43000	1600	5	1075
999	7750	64	43000	1300	3	1015
1000	9950	68	42750	1600	3	1050
1001	9950	67	42102	1600	5	1075
1002	9950	63	41586	1600	5	1114
1003	9900	64	41200	1600	5	1070
1004	10950	57	40214	1300	3	1025
1005	8950	60	40000	1300	4	1000
1006	8950	66	39222	1300	3	1045
1007	8250	66	39144	1600	3	1050
1008	10250	62	39000	1600	5	1075
1009	8750	61	38019	1600	5	1070
1010	9750	68	37759	1600	5	1070
1011	10950	61	37500	1600	5	1085
1012	10950	60	37111	1600	3	1050
1013	9750	62	37000	1300	3	1015
1014	8900	59	36954	1600	3	1050
1015	9500	60	36943	1600	5	1070
1016	9950	63	36923	1300	5	1050
1017	9950	66	36658	1600	3	1050
1018	8250	65	36000	1300	3	1015
1019	10450	65	36000	1600	3	1065
1020	10950	62	35512	1600	3	1065
1021	9250	65	35283	1300	3	1015
1022	8900	68	35000	1600	3	1050
1023	10900	57	35000	1300	5	1045
1024	9750	64	34114	1600	3	1050
1025	11950	58	34000	1600	5	1075
1026	7900	68	33847	1300	4	1000
1027	10900	57	33535	1600	4	1035
1028	10450	65	33000	1600	3	1050
1029	10950	59	32150	1600	5	1085
1030	9950	65	31588	1300	3	1015
1031	10750	60	31480	1600	3	1065
1032	9900	57	31307	1600	5	1070
1033	10750	68	31000	1600	4	1035
1034	10450	58	30634	1600	5	1075
1035	9450	68	30300	1300	4	1000
1036	10750	60	28500	1300	3	1045
1037	10950	60	28500	1600	5	1075
1038	10000	57	28000	1300	3	1015
1039	10500	68	26698	1600	3	1055
1040	12500	62	26000	1600	3	1085
1041	8950	62	25505	1300	5	1035
1042	10500	58	25000	1600	5	1075
1043	9245	66	22835	1600	3	1050
1044	10950	59	22705	1600	5	1075
1045	9500	63	22178	1300	3	1015
1046	10900	62	17345	1600	3	1050
1047	10950	67	15535	1300	4	1030
1048	9450	66	15110	1300	5	1035
1049	5900	73	232940	2000	5	1172
1050	6950	79	218118	2000	5	1150
1051	6000	78	217764	2000	5	1135
1052	5250	79	207114	1600	5	1114
1053	4400	74	203254	2000	3	1135
1054	6750	77	200732	2000	4	1100
1055	8500	69	197501	2000	5	1135
1056	6150	80	194765	2000	3	1120
1057	6950	76	191620	2000	5	1150
1058	5750	76	183277	2000	3	1115
1059	8750	78	180378	2000	4	1100
1060	6500	70	178800	2000	3	1115
1061	5950	73	176177	1600	5	1075
1062	6500	78	176000	1300	5	1035
1063	10500	77	172980	2000	5	1135
1064	8500	77	170000	2000	4	1100
1065	7950	71	164000	1600	3	1050
1066	5800	78	161775	1300	3	1015
1067	6750	80	160000	1300	3	1015
1068	6950	78	159968	2000	3	1115
1069	5740	74	159908	1600	3	1050
1070	6550	73	158492	1300	3	1015
1071	8950	69	156204	2000	3	1115
1072	6750	73	156169	1300	5	1035
1073	7950	78	155210	1600	3	1050
1074	7950	69	155000	2000	3	1115
1075	7450	76	154900	2000	5	1140
1076	7750	70	151300	2000	5	1150
1077	6450	71	151000	1600	5	1094
1078	7900	75	150000	2000	3	1135
1079	6900	69	146304	2000	3	1115
1080	5600	75	146197	1300	3	1015
1081	5950	77	145996	1600	4	1035
1082	6950	80	143560	1300	3	1045
1083	7950	71	139145	2000	2	1115
1084	8950	79	138500	1300	5	1050
1085	7950	74	137741	2000	5	1135
1086	9500	80	137178	2000	5	1135
1087	8600	76	134889	2000	3	1115
1088	5950	71	134660	2000	5	1135
1089	7750	73	134539	1600	5	1070
1091	7950	79	131500	2000	5	1140
1092	6950	77	131307	1600	3	1050
1093	7250	74	130025	1600	3	1050
1094	6500	78	130000	1300	5	1015
1095	7250	77	128960	1600	5	1070
1096	9250	80	128351	1600	5	1070
1097	8250	73	128006	1600	3	1050
1098	7250	71	127159	2000	3	1115
1099	5250	72	126478	1600	4	1035
1100	7900	77	126000	1600	5	1050
1101	6900	76	125778	1600	3	1050
1102	7900	75	125400	1600	3	1050
1103	7250	74	124910	2000	5	1135
1104	8450	70	124743	1600	3	1050
1105	7950	76	124591	1600	5	1075
1106	7950	74	124057	1600	3	1050
1107	6450	72	123403	1600	3	1050
1108	6650	75	123104	1600	5	1070
1109	7950	74	123077	1300	3	1015
1110	7250	80	122820	1300	5	1040
1111	7450	77	122290	1600	3	1050
1112	7950	74	121900	1600	4	1035
1113	7250	77	121545	1600	5	1070
1114	8250	71	120474	2000	3	1115
1115	8950	76	120263	2000	5	1135
1116	7750	74	120196	1600	3	1050
1117	8500	71	120000	1600	5	1085
1118	7750	78	120000	1600	5	1075
1119	5750	73	115877	1600	4	1035
1120	6900	76	115345	1600	5	1070
1121	6500	71	115157	1600	3	1050
1122	6500	78	115000	1600	5	1100
1123	7600	77	114258	1300	5	1050
1124	8950	73	112963	2000	5	1135
1125	7450	74	112307	1600	5	1070
1126	7350	72	112000	1300	3	1015
1127	7750	73	111602	1300	3	1015
1128	7460	80	111392	1598	3	1083
1129	9250	76	110901	1600	5	1085
1130	7250	80	110887	1600	3	1055
1131	6500	72	110634	1300	3	1015
1132	6800	80	110000	1600	4	1035
1133	8700	75	109540	1600	5	1085
1134	7500	78	109263	1600	5	1070
1135	7750	71	107516	1600	3	1050
1136	7950	73	107108	1600	3	1050
1137	9950	75	107000	1600	3	1050
1138	6640	74	106250	1600	5	1070
1139	8750	71	106150	1300	3	1015
1140	7750	72	106108	1600	3	1050
1141	5950	72	105856	1300	3	1015
1142	6750	77	105152	1300	3	1015
1143	6500	80	105135	1600	3	1050
1144	8750	76	104344	1600	3	1050
1145	7950	74	104150	1600	3	1050
1146	6750	74	104000	1300	3	1010
1147	7950	73	103121	1300	5	1035
1148	7950	80	102300	1300	3	1015
1149	8950	75	102005	1600	5	1105
1150	7750	77	102000	1300	3	1015
1151	6450	75	101855	1600	5	1070
1152	6900	74	101773	1600	3	1050
1153	8450	75	101159	1600	5	1085
1154	6750	74	101000	1300	3	1015
1155	8050	74	100732	1300	4	1030
1156	9500	79	100719	1600	5	1070
1157	7750	78	100487	1600	4	1035
1158	8500	80	100458	1600	5	1085
1159	7795	75	100192	1600	3	1050
1160	6490	80	100123	1600	3	1050
1161	7950	73	99971	1600	3	1050
1162	6425	79	99397	1300	5	1035
1163	8950	69	99374	1300	5	1035
1164	6950	72	99245	1600	5	1114
1165	8750	79	98742	1600	5	1085
1166	8450	71	98154	1600	3	1050
1167	7950	77	98000	1600	5	1065
1168	7950	80	97548	1300	5	1035
1169	8900	78	97534	1600	5	1070
1170	8950	73	97494	1600	5	1085
1171	8900	73	97085	1600	5	1085
1172	7950	69	97000	1600	4	1035
1173	6495	74	96302	1300	3	1015
1174	7250	78	96000	1300	3	1015
1175	9250	74	96000	1600	5	1085
1176	6650	78	95909	1600	5	1070
1177	6990	79	95700	1600	5	1085
1178	7750	78	95651	1600	5	1070
1179	6950	79	95000	1300	5	1035
1180	7250	80	94447	1600	3	1050
1181	9950	80	94079	1600	5	1085
1182	9250	80	93841	1600	5	1070
1183	7200	79	93090	1300	5	1035
1184	8250	72	93066	1600	5	1075
1185	8950	79	93039	1600	3	1050
1186	8250	77	93000	1600	5	1075
1187	6250	80	92830	1300	3	1015
1189	9900	80	92255	1600	5	1105
1190	7300	80	92096	1300	5	1035
1191	8950	72	91921	1300	3	1020
1192	6500	70	91900	1300	3	1015
1193	7950	78	91399	1600	5	1070
1194	7450	75	91082	1600	3	1050
1195	7950	71	90370	1300	5	1035
1196	8500	78	90345	1300	5	1035
1197	6950	77	90305	1300	3	1015
1198	7950	78	90011	1300	3	1045
1199	6750	77	90000	1300	3	1015
1200	8450	70	89983	1600	3	1055
1201	7500	78	89953	1600	5	1114
1202	8750	74	89800	2000	3	1115
1203	8750	79	89739	1300	5	1035
1204	8950	76	89520	1600	3	1050
1205	7450	75	89507	1300	3	1015
1206	9200	69	89096	1600	5	1085
1207	8950	74	88700	1600	3	1050
1208	7850	72	88500	1600	5	1075
1209	6950	73	88186	2000	3	1115
1210	7200	75	88000	1600	3	1050
1211	7450	78	87743	1600	3	1055
1212	6750	75	87613	1300	3	1015
1213	7500	73	87358	1600	3	1050
1214	7450	72	87083	1600	4	1035
1215	7950	70	87000	1600	4	1035
1216	7250	78	87000	1600	4	1035
1217	7950	73	87000	1300	3	1015
1218	8250	80	87000	1300	3	1015
1219	8250	72	86860	1600	5	1075
1220	6750	80	86109	1600	3	1055
1221	8750	79	86000	1300	5	1040
1222	8950	80	86000	1600	3	1050
1223	8500	70	85864	2000	5	1135
1224	8250	80	85565	1600	5	1070
1225	9450	70	85470	1600	3	1080
1226	7950	73	85200	1600	3	1050
1227	7900	70	85000	1600	3	1055
1228	8500	73	84988	1600	3	1050
1229	8250	79	84966	1600	5	1070
1230	8250	76	84472	1600	5	1070
1231	8950	73	84402	1600	4	1035
1232	7950	74	84123	1600	3	1050
1233	6950	80	84000	1600	5	1075
1234	7250	78	84000	1600	5	1065
1235	7750	77	84000	1600	5	1085
1236	8700	75	83850	1600	3	1055
1237	8950	80	83540	1600	5	1070
1238	6750	76	83405	1600	5	1070
1239	7500	71	83291	1600	5	1070
1240	7950	69	83133	1300	3	1015
1241	8950	71	83047	1300	3	1045
1242	7950	71	82700	1600	3	1050
1243	7450	78	82675	1300	3	1015
1244	5950	78	82595	1300	3	1015
1245	7750	75	82256	1600	3	1050
1246	6950	77	82103	1300	3	1015
1247	8750	80	82021	1300	5	1035
1248	8950	71	82000	1600	5	1075
1249	7495	79	81988	1600	5	1070
1250	7750	76	81930	1600	5	1070
1251	6950	70	81663	1600	3	1050
1252	7990	77	80486	1600	5	1070
1253	7250	78	80000	1600	4	1065
1254	6900	69	79000	1300	3	1015
1255	7750	74	78894	1600	5	1070
1256	7250	78	78689	1600	4	1035
1257	8950	77	78435	1300	3	1015
1258	8500	71	78260	1600	3	1050
1259	7950	72	78120	1600	5	1075
1260	6950	77	77000	1300	3	1015
1261	8000	78	77000	1600	3	1050
1262	7950	75	76382	1600	3	1055
1263	8500	76	76268	1300	3	1015
1264	7490	73	76151	1300	3	1015
1265	8250	80	76000	1600	3	1050
1266	9250	71	76000	1600	5	1070
1267	7950	72	75840	1300	5	1035
1268	9500	77	75799	1600	3	1050
1269	8950	72	75525	1600	3	1114
1270	8450	78	75323	1300	5	1050
1271	7995	79	75322	1600	4	1115
1272	8750	78	75226	1600	4	1035
1273	5950	71	75085	1300	5	1035
1274	8500	73	75000	1600	5	1075
1275	8950	69	75000	1300	4	1000
1276	8750	69	75000	1300	4	1000
1277	7600	78	74926	1600	5	1075
1278	7145	80	74785	1600	5	1070
1279	8450	69	74573	1600	5	1085
1280	5950	75	74567	1300	3	1015
1281	9000	80	74196	1600	5	1075
1282	7250	80	74151	1600	3	1050
1283	7400	75	74096	1600	3	1050
1284	8800	79	74093	1600	5	1075
1285	7750	71	74000	1600	3	1050
1286	7500	75	74000	1300	3	1015
1287	8450	78	73638	1300	4	1015
1288	7400	75	73460	1600	5	1070
1289	7500	80	73200	1600	5	1070
1290	8950	76	73116	1600	5	1075
1291	8950	70	73014	1600	5	1075
1292	7950	77	72703	1600	3	1050
1293	7950	79	72328	1600	5	1075
1294	7950	78	72222	1600	5	1070
1295	8950	71	72128	1600	5	1100
1296	7750	78	72090	1600	5	1070
1297	8250	78	72000	1600	4	1035
1298	7950	78	72000	1600	3	1055
1299	7750	77	71900	1300	3	1015
1300	8500	77	71825	1600	5	1075
1301	6950	80	71740	1600	5	1070
1302	7500	80	71500	1600	4	1035
1303	7750	79	71359	1600	3	1050
1304	5950	79	71263	1300	3	1015
1305	7500	78	71186	1600	3	1050
1306	8950	72	71054	1300	3	1045
1307	7950	76	71000	1600	3	1050
1308	6900	80	70939	1600	5	1100
1309	7450	77	70932	1600	3	1050
1310	8500	80	70597	1600	3	1080
1311	7500	73	70482	1600	5	1075
1312	8750	77	70124	1600	3	1050
1313	7500	76	70039	1600	3	1050
1314	9950	80	69904	1600	5	1070
1315	7950	75	69388	1300	3	1010
1316	9950	75	69320	1600	5	1070
1317	9250	78	69000	1600	5	1075
1318	9250	73	68988	1300	5	1035
1319	9950	79	68945	1600	5	1085
1320	5950	74	68285	1600	3	1050
1321	7995	76	68000	1600	5	1075
1322	8950	70	68000	1300	3	1045
1323	7450	75	67451	1300	4	1000
1324	8250	76	67266	1300	5	1035
1325	8500	78	67255	1600	5	1085
1326	8500	70	67100	1600	5	1075
1327	9400	69	67092	2000	3	1115
1328	7250	80	66880	1600	3	1055
1329	8950	79	66855	1600	5	1075
1330	9450	80	66843	1600	5	1075
1331	8500	74	66718	1600	3	1050
1332	6750	80	66168	1300	3	1015
1333	7400	80	65950	1600	5	1070
1334	8950	78	65500	1300	3	1015
1335	6900	80	65307	1600	3	1055
1336	7750	79	65254	1300	3	1015
1337	8950	71	65021	2000	3	1115
1338	6950	75	65006	1300	3	1015
1339	8495	77	64280	1600	4	1035
1340	10000	75	64000	1600	3	1085
1341	6999	71	64000	1600	5	1070
1342	8950	80	64000	1600	3	1055
1343	8500	79	63918	1600	4	1035
1344	8750	75	63634	1600	4	1035
1345	7499	80	63500	1600	3	1050
1346	9000	80	63266	1600	4	1035
1347	8950	77	62595	1600	3	1050
1348	6950	80	62581	1600	5	1075
1349	8500	77	62285	1600	5	1075
1350	8450	77	61906	1300	5	1065
1351	8950	74	61700	1600	5	1070
1352	8250	77	61648	1600	5	1070
1353	7950	75	61626	1300	5	1035
1354	7450	70	61510	1600	4	1035
1355	9000	79	61165	1600	3	1080
1356	7150	70	61000	1600	4	1035
1357	7750	76	60833	1600	4	1035
1358	5845	70	60600	1300	3	1060
1359	8500	72	60483	1600	5	1075
1360	8250	80	60476	1600	5	1114
1361	9450	79	60142	1600	3	1050
1362	6750	69	60050	1600	3	1050
1363	8400	77	60000	1600	3	1050
1364	7900	76	60000	1600	3	1050
1365	7950	76	59815	1587	3	1055
1366	8750	80	59326	1600	5	1085
1367	9900	73	59240	1600	3	1050
1368	6495	71	59164	1600	4	1035
1369	8250	70	59017	1600	3	1080
1370	6900	69	58952	1600	3	1050
1371	7500	74	58454	1300	3	1015
1372	7950	75	58341	1300	4	1030
1373	8250	80	58267	1600	5	1070
1374	8950	80	58000	1600	3	1055
1375	9750	70	57829	1600	3	1050
1376	8250	80	57787	1300	3	1015
1377	8900	78	57628	1600	5	1075
1378	8950	75	57537	1300	5	1050
1379	6750	76	57263	1600	3	1050
1380	7950	75	57144	1600	5	1070
1381	8600	69	57096	1300	3	1025
1382	7750	80	57000	1300	4	1000
1383	7800	73	56566	1600	3	1050
1384	8750	73	56307	1600	3	1050
1385	9500	79	56214	1300	3	1015
1386	7750	74	56132	1600	4	1035
1387	9950	79	55425	1600	5	1075
1388	7750	77	54439	1300	3	1015
1389	5950	69	53809	1600	3	1050
1390	10950	76	53133	1600	5	1070
1391	9450	77	52900	1600	4	1075
1392	8250	80	52700	1600	3	1050
1393	9750	69	52320	1600	5	1070
1394	7450	78	52287	1600	5	1114
1395	8750	75	52000	1600	5	1075
1396	8750	69	52000	1600	3	1050
1397	8500	73	52000	1600	4	1065
1398	8950	70	51874	1300	4	1000
1399	7500	79	49827	1300	5	1035
1400	7250	69	49640	1600	4	1035
1401	7450	80	49580	1600	4	1035
1402	8750	76	49170	1300	3	1045
1403	9800	77	48838	1600	3	1055
1404	7500	71	48576	1300	3	1015
1405	8950	75	48400	1600	5	1075
1406	8950	74	48242	1300	5	1035
1407	7450	70	47955	1600	5	1070
1408	8950	71	47633	1600	5	1075
1409	10500	78	47400	1300	5	1040
1410	7000	73	47360	1300	3	1010
1411	8500	77	45507	1600	3	1050
1412	7750	76	45410	1300	5	1035
1413	8950	70	44850	1600	3	1050
1414	8250	69	44826	1600	5	1075
1415	9250	80	44444	1600	3	1050
1416	7900	75	43720	1600	5	1070
1417	8500	78	43622	1300	4	1000
1418	7950	76	43532	1600	5	1070
1419	9950	69	42800	1600	3	1050
1420	8750	74	42317	1600	5	1100
1421	7500	80	42186	1600	3	1050
1422	6950	72	42000	1600	3	1050
1423	8950	79	40093	1600	5	1114
1424	8750	79	39800	1600	3	1080
1425	7750	73	39168	1300	3	1015
1426	8450	75	38945	1600	3	1050
1427	8150	76	36537	1600	4	1075
1428	8500	78	36000	1300	3	1045
1429	7600	78	36000	1600	3	1050
1430	7950	80	35821	1300	3	1015
1431	7750	73	34717	1300	3	1015
1432	7950	80	34000	1300	4	1000
1433	9950	78	30964	1600	3	1080
1434	8950	71	29000	1300	3	1045
1435	8450	72	26000	1300	3	1015
1436	8950	78	24000	1300	5	1065
1437	8450	80	23000	1300	3	1015
1438	7500	69	20544	1300	3	1025
1439	10845	72	19000	1300	3	1015
1440	8500	71	17016	1300	3	1015
1441	7250	70	16916	1300	3	1015
1442	6950	76	1	1600	5	1114
